contract_id,sim_to_Affiliate License-Licensee,sim_to_Affiliate License-Licensor,sim_to_Agreement Date,sim_to_Anti-Assignment,sim_to_Audit Rights,sim_to_Cap On Liability,sim_to_Change Of Control,sim_to_Competitive Restriction Exception,sim_to_Covenant Not To Sue,sim_to_Document Name,sim_to_Effective Date,sim_to_Exclusivity,sim_to_Expiration Date,sim_to_Governing Law,sim_to_Insurance,sim_to_Ip Ownership Assignment,sim_to_Irrevocable Or Perpetual License,sim_to_Joint Ip Ownership,sim_to_License Grant,sim_to_Liquidated Damages,sim_to_Minimum Commitment,sim_to_Most Favored Nation,sim_to_No-Solicit Of Customers,sim_to_No-Solicit Of Employees,sim_to_Non-Compete
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT",0.43162686,0.38190594,0.12378205,0.39435723,0.3340129,0.35846105,0.45195612,0.41905415,0.42992216,0.38341367,0.44964677,0.371292,0.42561448,0.479952,0.34614325,0.36804736,0.2669313,0.5174988,0.47579217,0.2734177,0.395893,0.27489102,0.41739488,0.42655754,0.4149784
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT,0.39106652,0.3548894,0.23349929,0.55380803,0.20524377,0.33238077,0.4161935,0.40110272,0.39307588,0.41309592,0.37928936,0.36171037,0.339657,0.37815207,0.40019265,0.4765647,0.31661832,0.39915484,0.40791363,0.29494944,0.36118725,0.28550288,0.44888377,0.37751424,0.38248354
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT,0.318524,0.27722514,0.20068617,0.42448276,0.24824004,0.27945206,0.37947506,0.4417468,0.25669563,0.3620886,0.5485029,0.30050194,0.37960073,0.3964016,0.40215296,0.3212568,0.2338871,0.50079244,0.4250083,0.42565644,0.23851079,0.25216857,0.45393765,0.6049442,0.33801788
"MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT",0.22547176,0.20020546,0.08516056,0.3149042,0.12627037,0.2654244,0.3306871,0.24256395,0.2759153,0.39945826,0.25087067,0.25805396,0.30913562,0.17810678,0.26137865,0.24388391,0.21425478,0.36119458,0.3115704,0.20364262,0.2486561,0.23706752,0.30650333,0.13683644,0.23313698
"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT",0.3452105,0.409655,0.2383652,0.48391995,0.2582669,0.37011147,0.3922506,0.42586362,0.40170598,0.39935225,0.51362073,0.45786726,0.4726839,0.38203555,0.4279026,0.426951,0.23718232,0.46671003,0.35307485,0.47295505,0.4198519,0.36694992,0.54028857,0.4568271,0.33816314
"MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT",0.3255395,0.31360587,0.2938854,0.39532596,0.27427217,0.30818594,0.4868223,0.36734045,0.32149833,0.40490898,0.59113014,0.36974102,0.47674108,0.4063583,0.3731429,0.3601209,0.26908112,0.55095375,0.39048776,0.4256388,0.38909563,0.28280744,0.4140894,0.5099392,0.35721046
MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,0.2907771,0.28377813,0.27712637,0.43734163,0.26784688,0.28773534,0.42927542,0.36220604,0.4018899,0.47386456,0.5694864,0.37672216,0.59243,0.28899667,0.3140037,0.30064857,0.28589624,0.45392907,0.28291363,0.34391797,0.36805713,0.36040697,0.3213169,0.39630497,0.40625042
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,0.4617681,0.38723558,0.197275,0.5279182,0.2944749,0.34844857,0.49620003,0.4788586,0.47887996,0.4303062,0.54374516,0.35202965,0.5271946,0.45253015,0.3548967,0.42937508,0.36182046,0.50122523,0.41491175,0.39825127,0.4211059,0.27841783,0.5039948,0.56085527,0.4393112
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,0.3549049,0.22915593,0.18755722,0.41960293,0.23790857,0.34544477,0.41751218,0.41697755,0.3281224,0.24659875,0.40263373,0.373133,0.38785332,0.47333524,0.43838036,0.39688024,0.14615837,0.38646948,0.33613738,0.31553838,0.35362446,0.25916398,0.41425526,0.40337753,0.32610363
MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT,0.26670477,0.2824678,0.22221106,0.34891528,0.2343044,0.31230563,0.3814178,0.34066448,0.28166857,0.44399953,0.5088037,0.29150844,0.5512547,0.33309287,0.38771212,0.27738535,0.27644262,0.3623578,0.35906398,0.39171606,0.31888768,0.24420953,0.35191545,0.43618706,0.26714298
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,0.3662476,0.33965158,0.24978963,0.3629399,0.26388356,0.32907653,0.4237976,0.3670242,0.41125944,0.3291669,0.5315982,0.2972033,0.45131344,0.48174545,0.24943382,0.36413974,0.37244564,0.38534594,0.3082361,0.29115236,0.38472536,0.3267516,0.33110207,0.36883277,0.54339457
MSCIINC_02_28_2008-EX-10.10-,0.4789346,0.62653995,0.05937966,0.4692448,0.23400086,0.28771856,0.36734185,0.41812617,0.37590292,0.51005715,0.25798094,0.40384042,0.29299408,0.33723694,0.34466618,0.43792984,0.41980827,0.43341172,0.4733625,0.27407357,0.31373984,0.31976333,0.33440655,0.23111281,0.43726027
MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum,0.48421386,0.50348103,0.19953334,0.5517688,0.2970483,0.38401073,0.48184487,0.40269992,0.55312705,0.4878407,0.45684075,0.43393278,0.45951536,0.39912271,0.30275673,0.51638746,0.38771337,0.44532627,0.4146152,0.39276809,0.39471614,0.26633996,0.5033033,0.36773294,0.3875344
"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement",0.2564855,0.3701172,0.31378692,0.4591587,0.27677763,0.3560719,0.32534224,0.3742546,0.3503662,0.4568322,0.57396555,0.34599388,0.48106724,0.45210594,0.36815727,0.37443632,0.25669134,0.4617583,0.41562995,0.40563387,0.3622164,0.31689024,0.41291282,0.46892977,0.38219166
"MetLife, Inc. - Remarketing Agreement",0.29105312,0.3271261,0.14355643,0.43724084,0.32145238,0.41855177,0.4203574,0.44783014,0.4007374,0.34460348,0.39236826,0.34699094,0.34737983,0.5196989,0.3869536,0.41927284,0.19259739,0.5330454,0.38021463,0.38561273,0.43974054,0.41604543,0.48909307,0.38067085,0.39631486
Microgenics Corporation - Collaborative Development and Commercialization Agreement,0.3804283,0.49163923,0.13211483,0.45772177,0.3191753,0.300244,0.3899387,0.35687155,0.38830352,0.38510042,0.4144959,0.40099275,0.44333175,0.38416997,0.3672741,0.34628123,0.26051486,0.4504276,0.5240118,0.24216346,0.3401064,0.25929296,0.42981735,0.40419132,0.26435667
MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement,0.3931199,0.41399673,0.38556027,0.41320312,0.29297787,0.28715748,0.4529052,0.4056564,0.34383217,0.4898408,0.6308501,0.4062069,0.5807488,0.41150308,0.413876,0.44673425,0.5677371,0.46662742,0.41345307,0.38772655,0.39689523,0.27216586,0.44831508,0.4605353,0.28570068
Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT,0.48563302,0.50239885,0.14742541,0.5356631,0.26110253,0.37956148,0.47448486,0.46298167,0.57324743,0.4802221,0.39364523,0.44738996,0.4991626,0.39523613,0.3446285,0.47539192,0.2916936,0.43968177,0.550935,0.25032982,0.41337878,0.347274,0.46080366,0.41159987,0.37609172
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement,0.52584314,0.51922125,0.15606071,0.61029917,0.25436267,0.39570016,0.5013087,0.41044205,0.6017399,0.525566,0.41314548,0.39735162,0.4336337,0.40379548,0.34391683,0.50537145,0.45753282,0.509476,0.44549277,0.35768354,0.38440588,0.34414533,0.46178272,0.2983071,0.46937472
MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement,0.38541758,0.36444134,0.25282967,0.46606922,0.40447885,0.4710039,0.41588286,0.37885725,0.5230068,0.5079136,0.55406713,0.42756006,0.5524015,0.4532326,0.37547487,0.4446478,0.30726773,0.5217499,0.40633446,0.38157538,0.42494905,0.2983718,0.5232364,0.39845565,0.32512853
MusclepharmCorp_20170208_10-KA_EX-10.38_9893581_EX-10.38_Co-Branding Agreement,0.34204304,0.3469928,0.28831685,0.4685833,0.22700602,0.29492635,0.3825512,0.29730925,0.4307634,0.47458887,0.5570581,0.45542932,0.5191546,0.31174713,0.40251783,0.34946525,0.26930442,0.3758539,0.3283666,0.34783846,0.49530208,0.29196584,0.40599108,0.39148718,0.36361796
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT,0.34482533,0.41020572,0.294559,0.29274076,0.29349154,0.26305658,0.3547654,0.42613748,0.3167203,0.3604406,0.40440202,0.58986986,0.41375867,0.33212173,0.2923814,0.35704786,0.26828825,0.29861653,0.37937206,0.23316395,0.4673047,0.28062677,0.30673864,0.36949766,0.24094434
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,0.39566705,0.3997003,0.35404932,0.46436876,0.31699502,0.3608287,0.36846697,0.36420676,0.43454018,0.45440394,0.59695554,0.40445822,0.6157824,0.40583837,0.3790291,0.4692167,0.2891851,0.44447008,0.4054249,0.3126406,0.44546136,0.30594122,0.44108835,0.45420396,0.3122169
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT,0.31760734,0.3461026,0.2553285,0.3538518,0.2966711,0.22412741,0.4231472,0.49329364,0.2873007,0.40076035,0.439233,0.3019467,0.44820762,0.34574035,0.3496427,0.2989452,0.2739882,0.35266283,0.305296,0.3335497,0.3452996,0.26634276,0.42466733,0.3920393,0.30641547
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT,0.18965754,0.059888646,0.21457346,0.36841714,0.11137529,0.24785057,0.20940682,0.24750283,0.21270603,0.29508132,0.36620012,0.16541672,0.26403826,0.2865522,0.24338856,0.24804948,0.067558765,0.38469124,0.24118963,0.22554922,0.20980361,0.108632,0.27018878,0.23871465,0.16553232
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,0.3821988,0.40018392,0.14619862,0.41875064,0.3487832,0.47789696,0.5001396,0.37624252,0.4642185,0.37607557,0.42648724,0.40608686,0.51834786,0.34130085,0.3022581,0.3742581,0.4030721,0.46408552,0.44116008,0.31722844,0.38075733,0.30026293,0.46911258,0.3944372,0.3347252
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment,0.4816417,0.5116589,0.32635847,0.56012714,0.28703672,0.44780087,0.56723136,0.39708167,0.4673301,0.5674497,0.5975163,0.42762646,0.6258615,0.4275936,0.36085704,0.45700055,0.45356715,0.5146359,0.44487798,0.46753138,0.36920747,0.3250342,0.46185863,0.47381288,0.33770746
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New,0.35357356,0.33322144,0.3782935,0.5005251,0.27908486,0.44358394,0.5255055,0.3778954,0.4202474,0.48837304,0.63916254,0.39423373,0.6329529,0.3543601,0.3479268,0.42026284,0.33582374,0.48759168,0.387861,0.53288925,0.4012143,0.33572787,0.4532758,0.51464,0.30243903
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",0.23721461,0.23771572,0.53553486,0.3407489,0.1483393,0.29248673,0.26405424,0.2861733,0.24109903,0.33727926,0.53240687,0.32847893,0.35088146,0.37009278,0.22850132,0.27499616,0.27191004,0.3522211,0.31730893,0.2867266,0.3020822,0.18343839,0.29953587,0.3474468,0.16307454
"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR",0.38760066,0.49799567,0.18093821,0.5339156,0.21042559,0.4167138,0.49532992,0.4781801,0.45803332,0.5889474,0.3649041,0.36620834,0.39063463,0.2943516,0.24454953,0.53409225,0.3649878,0.46094358,0.36168444,0.33364734,0.43516642,0.40983343,0.40377522,0.3755292,0.35559356
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",0.47093612,0.5525888,0.22282985,0.54223347,0.3387226,0.49451688,0.5480897,0.52556074,0.5051898,0.58394235,0.49188787,0.44917935,0.5295307,0.49839303,0.40547258,0.5309911,0.40995657,0.5588188,0.51019317,0.37216336,0.4775465,0.4461269,0.5776579,0.48462567,0.4123028
NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT,0.46114588,0.5055753,0.31245163,0.42268026,0.36276543,0.3529755,0.44854003,0.55366206,0.47855178,0.47901234,0.4519777,0.53257143,0.42875016,0.37963495,0.37149367,0.4146506,0.3862601,0.39778936,0.4732505,0.230832,0.5624896,0.36082184,0.48281962,0.45020875,0.41179606
NETZEEINC_11_14_2002-EX-10.3-MAINTENANCE AGREEMENT,0.1931715,0.18589598,0.33490464,0.29348058,0.27985895,0.23246306,0.3277857,0.32474852,0.20711528,0.4243543,0.51995647,0.23381281,0.49763995,0.19080412,0.36533695,0.19831508,0.21266085,0.35950643,0.20020254,0.357041,0.3276496,0.25611833,0.27457762,0.32437968,0.31099635
NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT,0.36183795,0.41437197,0.15281397,0.41687432,0.28383806,0.39628848,0.3416651,0.486076,0.35618258,0.43902415,0.4310481,0.4223531,0.36394095,0.3521945,0.30297378,0.46445936,0.4334718,0.50818914,0.3674752,0.289727,0.34666756,0.6009817,0.41043687,0.44947138,0.3529142
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,0.38283676,0.37612376,0.26132995,0.41902998,0.40492064,0.3716725,0.47112533,0.4301538,0.32350275,0.47967088,0.67430305,0.3974285,0.5534896,0.4532901,0.45765394,0.39758426,0.33975017,0.5830276,0.47598428,0.49338794,0.42374182,0.36240482,0.42608094,0.59101117,0.38334268
"NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT",0.3357366,0.42395574,0.23971878,0.50016797,0.2883436,0.32246327,0.4467851,0.3135876,0.40865806,0.47278947,0.5090297,0.48204267,0.55529994,0.32664266,0.31353614,0.38197267,0.25243536,0.48140076,0.43043828,0.24229969,0.3886218,0.35769483,0.3586451,0.34243006,0.24167317
NUVEEN - REMARKETING AGREEMENT,0.30860788,0.3341573,0.31325522,0.40684804,0.2154547,0.3035971,0.3994976,0.44449443,0.3605645,0.40695304,0.47203326,0.36161476,0.43457353,0.4000363,0.35922945,0.35705185,0.2929498,0.51200736,0.3432963,0.4211773,0.41924477,0.33266103,0.43467027,0.38884985,0.3980051
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,0.34918547,0.2605328,0.19127342,0.47326612,0.23784356,0.25030184,0.37008154,0.35836703,0.39454716,0.33427134,0.46060228,0.31633684,0.42620313,0.36300063,0.35016742,0.29228383,0.13575569,0.38903248,0.31522346,0.38743538,0.37417012,0.22862537,0.39375967,0.38520038,0.3867929
NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement,0.33015022,0.34692803,0.3277227,0.46760312,0.23175475,0.30965137,0.3991974,0.4348636,0.40868753,0.47060448,0.61139756,0.37879232,0.53241944,0.39750007,0.45120102,0.3932321,0.3131941,0.44645876,0.43022513,0.30885908,0.46632782,0.25991404,0.4420126,0.46718404,0.3960588
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,0.411019,0.40708968,0.23076215,0.45651364,0.28989792,0.34706402,0.3622355,0.3884803,0.4754632,0.49535203,0.61569434,0.37392008,0.54484165,0.43573743,0.36794132,0.39587528,0.3414706,0.45634758,0.3724259,0.31361765,0.41276592,0.2913249,0.5074265,0.49196404,0.30866832
NeuroboPharmaceuticalsInc_20190903_S-4_EX-10.36_11802165_EX-10.36_Manufacturing Agreement_ Supply Agreement,0.36720514,0.42382038,0.2077656,0.4929094,0.4419443,0.44534,0.3779925,0.36085966,0.41987747,0.42286238,0.4148563,0.41813332,0.35913137,0.4322927,0.35442403,0.5422833,0.3628938,0.4518051,0.40490863,0.30025846,0.4004228,0.42218935,0.4460836,0.36209685,0.37405956
NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement,0.39140272,0.5929831,0.22487639,0.44433296,0.31092155,0.49115768,0.47415063,0.38228774,0.42547938,0.43690097,0.51604795,0.44824767,0.50510985,0.5321548,0.26671517,0.4908051,0.4345603,0.5446278,0.51424533,0.33038676,0.35104424,0.31253624,0.46674365,0.3363546,0.3615126
NmfSlfIInc_20200115_10-12GA_EX-10.5_11946987_EX-10.5_Trademark License Agreement,0.52168834,0.5372264,0.15577611,0.5799061,0.21899328,0.3804146,0.50817627,0.47361797,0.49906367,0.51864904,0.47865492,0.43678895,0.44592246,0.5187645,0.40662998,0.5401411,0.4473101,0.56576645,0.5159682,0.42986882,0.39043438,0.31782112,0.46674317,0.4160365,0.44691283
"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement",0.3357568,0.31139407,0.15833445,0.42292222,0.12465076,0.29079115,0.3662312,0.41751543,0.2830056,0.32600832,0.4558457,0.2755096,0.39893812,0.35145354,0.25526908,0.38836312,0.20299037,0.4552655,0.28706777,0.33108684,0.3521609,0.231267,0.38687813,0.3927332,0.3372268
"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT",0.40935767,0.4125997,0.22559594,0.43872827,0.2990157,0.38950837,0.5004596,0.4893325,0.3781929,0.4032911,0.47155684,0.442447,0.45821616,0.39895183,0.3563715,0.41128546,0.3899213,0.43828422,0.38636377,0.41328156,0.42219865,0.329372,0.5100732,0.41626257,0.3110942
OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT,0.38740462,0.34761304,0.32785678,0.4293244,0.347867,0.38407746,0.4197666,0.39869255,0.3861243,0.46545607,0.55495316,0.41230613,0.5744003,0.39371264,0.4098059,0.36619955,0.32649964,0.45378888,0.39403024,0.40003377,0.4211036,0.35101715,0.4677835,0.43765557,0.42806774
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT1,0.28844315,0.38545874,0.16914862,0.50590885,0.16783473,0.47244054,0.46348232,0.35117546,0.43618017,0.36438948,0.33563074,0.43195784,0.39061153,0.30468732,0.2913462,0.3957712,0.251685,0.36854285,0.3621538,0.35666153,0.40889013,0.3707751,0.43226892,0.29766443,0.40359402
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT2,0.1816951,0.2513051,0.1268985,0.3061657,0.09077554,0.14872852,0.23377326,0.13026348,0.4232194,0.20712152,0.116605744,0.31755126,0.24019,0.07092946,0.043574303,0.21615925,0.13706131,0.2014735,0.20829156,0.07842795,0.24370183,0.1104125,0.2205001,0.06174095,0.16495879
"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT",0.40935463,0.35041904,0.25246733,0.4144875,0.3095502,0.37262407,0.44250596,0.31120855,0.43608862,0.41710463,0.56210256,0.29374835,0.5102597,0.35824373,0.32671824,0.3875467,0.31280953,0.46986282,0.39446312,0.39022833,0.384736,0.27287456,0.51909363,0.4144442,0.2960974
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT",0.4173551,0.41146606,0.24149954,0.58321905,0.29329467,0.40443912,0.4870631,0.48613745,0.43315098,0.5299273,0.54175997,0.4668509,0.51782197,0.52760977,0.4625889,0.5642048,0.36943376,0.56655455,0.50907457,0.38475326,0.46761814,0.38765168,0.49650407,0.41074124,0.42348957
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,0.35845882,0.3891102,0.11181468,0.3109521,0.19892693,0.313234,0.30880633,0.30842,0.31872493,0.3602755,0.19615781,0.32007983,0.22524482,0.26898247,0.3702861,0.29980946,0.26306036,0.25514877,0.36508742,0.15328568,0.41234654,0.300962,0.32644218,0.2599511,0.34610295
"ONEMAINHOLDINGS,INC_02_20_2020-EX-99.D-JOINT FILING AGREEMENT",0.30841202,0.28030193,0.16035847,0.3083896,0.18749855,0.3212216,0.36173046,0.2792092,0.29085886,0.412848,0.3129257,0.27656716,0.34844255,0.20568687,0.25213492,0.30101085,0.28068116,0.40665996,0.31395993,0.29624772,0.30991375,0.22732826,0.33777454,0.17601177,0.22159865
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,0.37107927,0.35627133,0.28274542,0.41691947,0.3275001,0.29715678,0.36918873,0.47597322,0.26970315,0.33091757,0.48378557,0.33609086,0.4428914,0.28841555,0.39884418,0.4304945,0.38688043,0.4141547,0.31630796,0.26424208,0.35143432,0.29704568,0.46955562,0.40519452,0.3590008
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT",0.34895158,0.4289373,0.24163163,0.36984068,0.35044682,0.43021846,0.3791518,0.35575885,0.4253197,0.43821663,0.4199795,0.4414034,0.5258694,0.33170363,0.2907492,0.37574917,0.29545534,0.33570394,0.38661188,0.30672783,0.5025728,0.37771308,0.4016494,0.27327526,0.35371387
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT,0.34678954,0.33562574,0.22963941,0.40872777,0.38042334,0.34715334,0.51900285,0.41876757,0.37033868,0.46962363,0.57776713,0.40436822,0.5000799,0.2928118,0.30458516,0.39684224,0.2734354,0.51761764,0.43601072,0.39859742,0.3487845,0.38204807,0.41810453,0.5624113,0.31648612
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1",0.50329447,0.5633309,0.07071555,0.50541544,0.23781945,0.39595127,0.46844444,0.449911,0.49549258,0.4300208,0.33431023,0.367291,0.35763103,0.5416712,0.26551604,0.60497206,0.43690357,0.6301782,0.5401527,0.24435025,0.24151872,0.27213,0.38810945,0.3127584,0.38538876
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,0.35985577,0.39045647,0.19391195,0.4576767,0.2301709,0.28572375,0.4198321,0.4057157,0.33389795,0.39957517,0.27445337,0.40760636,0.31766444,0.37983266,0.34975666,0.44529825,0.42580003,0.33459935,0.36849147,0.24503122,0.35899132,0.24374923,0.35212147,0.27231085,0.33395723
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",0.3290184,0.38949805,0.24724647,0.51572686,0.3463416,0.3789096,0.48281053,0.32609904,0.42908788,0.4071995,0.5222895,0.526741,0.6582219,0.36419013,0.33339357,0.36447015,0.3050583,0.4352932,0.4416626,0.3526767,0.41086882,0.2901199,0.46093166,0.40894783,0.29690313
PANDIONTHERAPEUTICSHOLDCOLLC_05_22_2020-EX-10.17-CONSULTING AGREEMENT,0.2939724,0.2870606,0.405775,0.4149688,0.36650306,0.27638572,0.3868484,0.37435552,0.33281124,0.45553726,0.68786716,0.37881127,0.5815252,0.33371246,0.38252544,0.29716742,0.23477896,0.505815,0.3695324,0.35009694,0.37066427,0.22009061,0.43116915,0.5411433,0.36043942
"PAXMEDICA,INC_07_02_2020-EX-10.12-Master Service Agreement",0.37167355,0.36054364,0.23312017,0.525831,0.3466131,0.40702015,0.4051222,0.42881763,0.4303898,0.41607463,0.54675865,0.4080872,0.5060364,0.36861634,0.36803934,0.3277006,0.272447,0.4956382,0.42187494,0.42125517,0.36942393,0.30223668,0.51625174,0.5005286,0.37044555
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT,0.2789907,0.24005008,0.18314148,0.4077129,0.22098097,0.30119136,0.35695413,0.38324282,0.3459429,0.2735266,0.40762284,0.20597616,0.36159748,0.3280155,0.27039343,0.2902903,0.19843854,0.3984737,0.24569899,0.38043165,0.35587358,0.21209651,0.3892213,0.3862906,0.41067386
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,0.3901233,0.36952266,0.17722797,0.49003613,0.34444898,0.43468723,0.52609926,0.48829985,0.38301158,0.44605237,0.43254885,0.40355623,0.51039225,0.36313993,0.43956387,0.36809364,0.37652206,0.49269107,0.47921363,0.37665856,0.38420394,0.29319453,0.55690444,0.40700158,0.4747544
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",0.32327878,0.32847357,0.2919588,0.45633733,0.2509958,0.33126634,0.41329867,0.39697266,0.33723855,0.53646874,0.64678013,0.41632208,0.59644854,0.40737244,0.46734965,0.3242017,0.29355788,0.4991814,0.38017312,0.36505526,0.3636217,0.31978378,0.4258812,0.4935214,0.3516344
PLAYAHOTELS_RESORTSNV_03_14_2017-EX-10.22-STRATEGIC ALLIANCE AGREEMENT (Hyatt Ziva Cancun),0.38118994,0.33333045,0.178395,0.3989526,0.27269566,0.33159006,0.47890103,0.52486944,0.32967585,0.38291916,0.43232727,0.3659561,0.3904856,0.469045,0.35197222,0.33209968,0.3818483,0.4833295,0.42147747,0.33790505,0.39613092,0.39628714,0.41191155,0.46118438,0.48416686
"PRECIGEN,INC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT",0.35139692,0.2793166,0.20760572,0.35716003,0.23473358,0.32263148,0.39034152,0.32663834,0.35148668,0.39835596,0.38920936,0.42012012,0.37086785,0.2946598,0.26272696,0.28652754,0.2256945,0.44890165,0.30460557,0.22800435,0.29641998,0.23469916,0.37343156,0.2338859,0.2338341
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,0.48690993,0.559768,0.19423561,0.5413034,0.30068195,0.41998214,0.38437706,0.40704823,0.4170969,0.47680953,0.34621733,0.47575516,0.3900612,0.38014752,0.42123875,0.45164946,0.5349605,0.45840693,0.49786264,0.24615137,0.3546354,0.28872898,0.49398303,0.26714152,0.27391878
PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION AND LIQUIDITY MAINTENANCE AGREEMENT,0.3443002,0.31647035,0.15402217,0.39161482,0.24202207,0.41756177,0.39124686,0.38311374,0.34595773,0.3988943,0.37404734,0.3322156,0.3958183,0.36752135,0.2671579,0.38287467,0.29803288,0.49002293,0.41324866,0.38218012,0.22535226,0.26404303,0.4001674,0.3104884,0.29517454
PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT,0.37216848,0.41715115,0.16309518,0.47511426,0.31912324,0.46231705,0.3240968,0.42605525,0.34464893,0.35014558,0.5134449,0.43041998,0.399832,0.45165008,0.35922915,0.40705466,0.29644227,0.5611696,0.3371667,0.40892082,0.30850378,0.3265518,0.54706264,0.45519686,0.25274843
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,0.35588667,0.4113099,0.17197698,0.4409715,0.30130935,0.40299746,0.32497203,0.33519822,0.38475084,0.41867733,0.32960522,0.41051918,0.32793006,0.23519653,0.4923502,0.31107354,0.2817052,0.34101093,0.38599607,0.33629546,0.45678008,0.39360124,0.4445752,0.3016544,0.393273
